ts,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148
1514131201,75645,29650,94216,20666,92888,46797,49418,20438,37786,16818,33404,64356,17779,15425,13130,41031,25638,56743,46893,55445,30836,13398,59832,10536,9842,10901,26304,6404,8372,25709,7609,9099,173705,4451,22278,14763,4957,2975,39832,37229,70028,9448,10461,25632,136063,18227,3426,107023,30953,2969,16038,20593,9628,9649,14333,4056,6581,8897,4081,13332,4458,71639,32258,17817,51108,26718,9277,19484,48091,6884,21271,18765,6466,9672,1753,29659,16343,53486,66345,33298,9338,20742,118499,20162,44691,19517,7900,18138,3437,4437,118031,5396,13992,39027,10680,6638,11898,10453,8982,13811,11155,21730,105090,6562,145237,5795,81434,10322,83830,119188,141946,35401,15345,21013,38899,19501,10051,5963,43107,33980,26387,7544,48874,16219,1518,4851,33628,18009,18453,16024,4830,16899,43107,77809,26963,40475,8338,42341,55773,6238,37229,9290,13102,62133,32484,6441,3539,16422
1514131501,75673,29650,94237,20666,92916,46804,49418,20438,37793,16818,33404,64356,17779,15425,13130,41052,25645,56743,46893,55466,30850,13398,59832,10536,9842,10901,26325,6404,8372,25709,7623,9099,173740,4465,22278,14784,4957,2975,39842,37247,70028,9448,10461,25646,136094,18227,3426,107037,30977,2969,16052,20607,9628,9663,14333,4056,6581,8897,4081,13332,4458,71653,32265,17817,51108,26725,9284,19484,48098,6884,21271,18779,6466,9672,1753,29661,16350,53493,66354,33305,9338,20756,118513,20162,44691,19517,7907,18138,3437,4437,118052,5396,13992,39031,10680,6638,11898,10453,8982,13811,11155,21730,105097,6562,145251,5795,81448,10322,83844,119216,141960,35401,15345,21013,38899,19501,10058,5963,43107,34008,26389,7544,48874,16219,1518,4851,33628,18037,18453,16024,4830,16899,43114,77809,26963,40489,8338,42341,55780,6238,37263,9290,13102,62147,32484,6441,3539,16429
1514131801,75673,29650,94244,20673,92958,46817,49418,20438,37800,16818,33404,64370,17779,15432,13130,41058,25652,56743,46893,55466,30850,13398,59832,10536,9849,10908,26325,6404,8379,25716,7623,9099,173747,4465,22278,14791,4957,2975,39855,37267,70028,9448,10461,25646,136108,18227,3426,107037,31005,2969,16052,20621,9628,9663,14333,4056,6581,8897,4081,13332,4458,71666,32271,17824,51108,26732,9291,19484,48098,6884,21278,18779,6466,9672,1753,29668,16350,53500,66354,33305,9347,20756,118529,20162,44691,19517,7914,18145,3437,4437,118062,5396,13992,39050,10680,6638,11905,10453,8982,13811,11162,21730,105132,6562,145261,5795,81469,10322,83851,119216,141970,35401,15345,21045,38899,19501,10058,5963,43107,34008,26396,7544,48895,16219,1518,4851,33629,18037,18453,16024,4830,16899,43114,77809,26970,40496,8338,42347,55780,6238,37291,9290,13102,62147,32484,6441,3539,16429
1514132101,75680,29650,94244,20673,92979,46831,49429,20438,37806,16818,33404,64394,17786,15432,13130,41058,25652,56750,46900,55466,30850,13398,59832,10536,9849,10908,26325,6404,8379,25716,7630,9099,173758,4465,22299,14791,4957,2975,39869,37288,70034,9448,10461,25653,136115,18227,3426,107058,31058,2969,16052,20641,9628,9670,14333,4056,6581,8897,4081,13332,4458,71673,32306,17824,51108,26732,9291,19484,48105,6884,21278,18786,6466,9672,1753,29675,16357,53528,66396,33312,9347,20763,118543,20162,44691,19517,7914,18145,3437,4437,118069,5396,13992,39064,10680,6638,11905,10453,8982,13811,11169,21737,105181,6562,145265,5795,81511,10322,83858,119223,141980,35401,15345,21045,38899,19501,10058,5963,43121,34008,26396,7544,48895,16233,1518,4851,33629,18037,18453,16024,4830,16899,43114,77809,26977,40496,8338,42347,55787,6238,37361,9297,13102,62147,32491,6441,3539,16429
1514132401,75687,29650,94244,20673,92993,46831,49433,20438,37813,16818,33404,64422,17786,15432,13130,41062,25670,56750,46900,55466,30850,13398,59839,10536,9849,10908,26325,6404,8393,25723,7630,9099,173779,4465,22299,14791,4957,2975,39871,37303,70034,9448,10461,25671,136131,18241,3426,107058,31075,2969,16052,20652,9628,9670,14333,4056,6581,8897,4081,13332,4458,71705,32365,17824,51108,26733,9291,19495,48140,6884,21278,18786,6466,9672,1753,29682,16371,53591,66396,33312,9349,20770,118570,20162,44691,19524,7914,18145,3437,4437,118093,5396,13992,39071,10680,6638,11905,10453,8982,13811,11169,21737,105244,6562,145265,5795,81546,10322,83869,119273,141987,35401,15352,21056,38913,19522,10058,5963,43121,34008,26396,7544,48902,16233,1518,4851,33629,18037,18460,16024,4830,16899,43114,77809,26977,40496,8352,42347,55787,6238,37368,9297,13102,62147,32491,6441,3539,16429
1514132701,75693,29650,94244,20673,93000,46831,49447,20438,37820,16825,33411,64422,17786,15432,13130,41079,25684,56750,46900,55466,30864,13398,59846,10536,9849,10908,26325,6411,8393,25723,7630,9099,173806,4465,22306,14791,4957,2975,39871,37303,70034,9448,10461,25671,136144,18241,3426,107065,31124,2969,16052,20652,9635,9670,14340,4056,6581,8897,4081,13332,4458,71712,32414,17824,51108,26733,9298,19502,48140,6884,21278,18786,6466,9679,1753,29682,16371,53640,66403,33319,9349,20777,118604,20169,44691,19524,7914,18145,3437,4437,118133,5396,13999,39079,10686,6645,11912,10453,8982,13824,11176,21737,105258,6562,145309,5795,81609,10322,83876,119321,142017,35401,15352,21060,38913,19522,10058,5963,43121,34008,26396,7544,48909,16233,1518,4851,33638,18037,18460,16024,4830,16899,43121,77816,26984,40503,8352,42347,55794,6238,37416,9297,13102,62147,32498,6441,3539,16429
1514133001,75707,29650,94244,20673,93021,46838,49454,20438,37820,16825,33411,64443,17786,15432,13130,41079,25684,56750,46900,55466,30864,13398,59867,10536,9856,10908,26339,6411,8400,25723,7630,9099,173813,4465,22313,14791,4957,2975,39878,37310,70055,9448,10461,25671,136158,18248,3426,107078,31172,2969,16052,20652,9635,9670,14340,4056,6581,8897,4081,13332,4458,71719,32442,17824,51122,26740,9298,19502,48147,6884,21278,18786,6466,9679,1753,29682,16371,53661,66403,33319,9349,20784,118618,20169,44691,19524,7921,18145,3437,4437,118140,5396,13999,39100,10686,6645,11912,10453,8982,13824,11176,21749,105293,6569,145316,5795,81644,10322,83890,119349,142024,35401,15359,21060,38927,19522,10058,5963,43128,34015,26403,7551,48909,16233,1518,4851,33638,18037,18460,16024,4830,16899,43135,77816,26984,40510,8352,42347,55794,6238,37444,9297,13102,62154,32498,6441,3539,16436
1514133301,75729,29650,94251,20673,93048,46840,49454,20438,37826,16825,33411,64456,17786,15432,13131,41079,25693,56750,46900,55466,30871,13398,59867,10536,9856,10909,26346,6411,8400,25730,7630,9099,173848,4465,22313,14792,4957,2975,39885,37310,70055,9455,10461,25671,136170,18248,3426,107078,31232,2969,16052,20654,9635,9670,14341,4056,6581,8897,4081,13332,4458,71719,32477,17824,51129,26742,9298,19502,48147,6884,21285,18786,6466,9679,1753,29705,16373,53696,66403,33333,9349,20784,118660,20169,44691,19526,7921,18147,3437,4443,118170,5396,13999,39100,10687,6645,11912,10453,8982,13824,11183,21756,105322,6569,145354,5795,81672,10322,83897,119356,142045,35401,15359,21060,38934,19522,10058,5963,43128,34015,26403,7551,48916,16233,1518,4851,33638,18037,18474,16024,4830,16899,43142,77816,26984,40510,8352,42347,55808,6238,37472,9297,13102,62154,32505,6441,3539,16436
1514133601,75735,29657,94251,20673,93061,46840,49454,20438,37827,16825,33411,64456,17786,15432,13131,41079,25699,56750,46900,55474,30871,13398,59874,10536,9856,10909,26353,6411,8400,25737,7637,9099,173875,4465,22313,14792,4957,2975,39901,37317,70055,9455,10461,25678,136197,18248,3426,107092,31246,2969,16059,20654,9642,9677,14341,4056,6581,8897,4081,13339,4458,71719,32505,17824,51136,26742,9298,19502,48147,6884,21285,18786,6466,9679,1753,29705,16373,53725,66410,33333,9356,20784,118674,20169,44691,19533,7921,18154,3437,4443,118184,5396,13999,39100,10687,6645,11912,10453,8982,13824,11183,21756,105378,6569,145361,5795,81714,10322,83904,119391,142052,35401,15359,21069,38942,19522,10058,5963,43130,34015,26410,7558,48916,16233,1518,4851,33647,18037,18509,16024,4830,16899,43142,77816,26984,40510,8353,42347,55815,6238,37500,9297,13102,62154,32505,6441,3539,16437
1514133901,75735,29657,94251,20673,93068,46847,49454,20438,37827,16825,33411,64456,17793,15432,13131,41079,25699,56750,46900,55474,30871,13398,59874,10536,9856,10909,26353,6411,8400,25744,7637,9106,173875,4465,22313,14792,4957,2975,39908,37331,70055,9455,10461,25678,136197,18248,3426,107099,31260,2969,16059,20654,9642,9677,14341,4056,6581,8897,4081,13339,4458,71719,32533,17824,51136,26742,9298,19502,48147,6884,21285,18786,6466,9679,1753,29705,16373,53746,66417,33347,9356,20784,118674,20169,44691,19533,7921,18154,3437,4443,118191,5396,13999,39100,10687,6645,11912,10460,8982,13824,11183,21756,105399,6569,145368,5795,81742,10322,83904,119426,142059,35401,15366,21069,38942,19522,10058,5963,43137,34015,26410,7558,48916,16233,1518,4851,33647,18037,18516,16024,4830,16899,43142,77816,26984,40510,8353,42354,55815,6238,37528,9297,13102,62161,32505,6441,3539,16437
1514134201,75737,29657,94258,20673,93078,46854,49458,20445,37827,16825,33411,64456,17793,15432,13131,41079,25699,56750,46911,55474,30871,13398,59888,10536,9856,10909,26353,6411,8400,25744,7644,9106,173875,4465,22313,14792,4957,2975,39908,37345,70055,9455,10461,25678,136204,18255,3426,107106,31267,2969,16059,20654,9642,9684,14341,4056,6581,8897,4081,13344,4464,71730,32540,17824,51136,26756,9298,19502,48154,6884,21285,18793,6466,9686,1753,29705,16380,53753,66417,33354,9356,20791,118681,20169,44691,19533,7921,18161,3437,4443,118191,5396,13999,39107,10687,6645,11912,10460,8982,13831,11190,21770,105420,6569,145375,5795,81749,10322,83904,119433,142066,35401,15366,21069,38949,19529,10058,5963,43137,34015,26410,7558,48923,16233,1518,4851,33647,18037,18516,16024,4830,16899,43147,77816,26984,40510,8353,42361,55818,6238,37535,9297,13102,62161,32519,6441,3539,16437
